马匹名称,出生地 / 馬齡,毛色 / 性別,進口類別,今季獎金*,總獎金*,冠-亞-季-總出賽次數*,最近十個賽馬日出賽場數,現在位置(到達日期),進口日期,練馬師,馬主,現時評分,季初評分,父系,母系,外祖父,同父系馬,自購馬來港前賽事片段
勇威神駒,澳洲 / 5,栗 / 閹,國際拍賣會新馬,"$845,325","$3,095,775",3-3-1-20,1,香港(22/10/2024),10/07/2022,沈集成,余潤興與余林藉新,66,58,Deep Field,Bousquet,More Than Ready,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
金發盛世,法國 / 6,棗 / 閹,國際拍賣會新馬,"$102,300","$6,645,850",5-2-4-31,0,香港(07/11/2024),28/06/2021,呂健威,羅用冠,66,70,Fastnet Rock,Pretty Paper,Medaglia d'Oro,飲杯星價領創動力多多勇駒發財大師精彩勇士馬達縱橫萬里黑桃火箭駟跑得直線力山,
八駿福昇,愛爾蘭 / 3,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(15/09/2024),04/08/2024,告東尼,李鍵威,66,66,No Nay Never,Hermosa,Galileo,龍之輝燊宜之星精英拍檔一鹿歡騰K201鑽石星空大至尊心想事成挺秀騰飛賢心星建測精英,
至高心得,愛爾蘭 / 3,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(08/11/2024),24/02/2024,伍鵬志,天下競馬團體,66,66,Invincible Spirit,Purple Sage,Danehill Dancer,健康高球時時有道,
神異金剛,紐西蘭 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(18/09/2024),08/08/2024,葉楚航,許晋奎,66,66,Swiss Ace,Princess Carolina,More Than Ready,天分高銀河勇士大師爺皇龍飛將歐洲傳奇威力奔騰運來勇士五福星哈羅威欣樂人生滿歡笑忠誠寶寶馬利奧勁先生新力霹靂威龍翹峯,
巴基之勝,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(21/08/2024),20/02/2024,蘇偉賢,Nazir Begum Din & Kareem Din,66,66,Epaulette,Latitude,Casino Prince,綫路高陞合夥奔馳真感K264幸運遇見開運王紅旺繽紛,
同心同樂,愛爾蘭 / 3,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(04/08/2024),04/08/2024,游達榮,生日快樂團體,66,66,Profitable,So Funny,Distorted Humor,沒有,
黑桃火箭,澳洲 / 7,棗 / 閹,自購馬,"$1,126,700","$3,925,900",1-5-3-27,1,從化(08/11/2024),13/09/2021,方嘉柏,莊友衡,66,60,Fastnet Rock,Affairoftheheart,Fusaichi Pegasus,飲杯星價領創動力金發盛世多多勇駒發財大師精彩勇士馬達縱橫萬里駟跑得直線力山,
友愛心得,澳洲 / 4,棗 / 閹,自購馬,"$390,600","$390,600",0-1-0-1,1,香港(30/09/2024),24/06/2024,大衛希斯,23/24 大衛希斯練馬師賽馬團體,66,65,Smart Missile,Remlaps Jewel,Choisir,特別美麗威力飛彈新強福盈風采人生堅又威高明力量艾彼奧聰明導彈K300背背龍綠色好運工程小子劍山鋒荃程路通,
飛來閃耀,澳洲 / 4,栗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(16/09/2024),16/09/2024,賀賢,飛來好友團體,66,66,Street Boss,Notre Dame,Exceed And Excel,增有K174嫡愛好炯炯有神紅海勁,
紫荊歡呼,澳洲 / 4,棗 / 閹,自購馬,"$1,114,800","$1,226,400",1-1-1-8,2,從化(08/11/2024),18/09/2023,大衛希斯,陳國泰,66,59,Starspangledbanner,Hera,O'Reilly,顯力之城永遠美麗美麗第一金鑽精靈神馳加州星皓加州星球加州星馳綫路英雄衝上雲霄飛鷹翱翔喜蓮勇略紅衫魚K267K280K301歡喜福星大輝煌知恩圖報南莊堡雪勇神駒盈妍威楓紅海風帆囍眼光一定掂閃耀威龍都靈星球三代同心手到齊來,
綠族晴朗,紐西蘭 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(25/10/2024),11/07/2024,蘇偉賢,劉慶輝,66,66,War Decree,Enthusabelle,Savabeel,穿甲戰鷹始終如一球皇時時精準堅闖綠族光芒荷花之星,
瑰麗人生,紐西蘭 / 6,棗 / 閹,自購新馬,"$692,400","$3,655,200",3-1-5-17,1,從化(18/10/2024),05/07/2022,呂健威,杜炳坤與陳慎,66,60,Shamexpress,Allawara,Von Costa de Hero,勤德俱備非凡豪傑嘉應高昇文明福星,
三才鬥士,愛爾蘭 / 3,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(20/09/2024),04/08/2024,呂健威,何沛威、劉天俊與陳斌,66,66,Time Test,Alys Love,New Approach,俏郎中錶之星球共享富裕九五赤兔鋒王可愛新星鼓浪飛凡良田福星勁進駒勁大威猛越野大師廚師發辦銘記知友長峰小子九因歌壯志凌雲醒目先駒,
雷神太保,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-1,1,香港(08/07/2024),08/07/2024,蘇偉賢,朱國耀、鄭明訓、林堅與朱振民,66,66,I Am Invincible,Royal Missile,Smart Missile,美麗喜悅知道長勝笑傲江湖K266英勇快車但求開心智跑得錶之多多胡椒軍曹,
建測精英,愛爾蘭 / 3,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(05/10/2024),05/10/2024,大衛希斯,龍天團體,66,66,No Nay Never,Lasilia,Acclamation,龍之輝燊宜之星精英拍檔一鹿歡騰八駿福昇K201鑽石星空大至尊心想事成挺秀騰飛賢心星,
美麗邂逅,英國 / 6,棗 / 閹,自購馬,$0,"$6,725,025",4-2-4-44,1,香港(31/05/2021),31/05/2021,告東尼,郭浩泉,65,70,Toronado,Gregoria,Holy Roman Emperor,雄彬飛翔無限美麗福祐神州勁者友得盈欣感驕陽明駒自己話事利衍天下K224K246超力量駿皇勝鐵金剛魅力星魅力心馬主雄風包裝猛將包裝明駒紅逸舍耀寶多巴先生魅力知遇朗日雪峰維港智能,
無限美麗,澳洲 / 5,棗 / 閹,自購新馬,"$65,100","$2,834,700",2-3-2-13,2,香港(23/08/2023),20/03/2023,蔡約翰,美麗一族團體,65,67,Toronado,No Push Over,Brief Truce,雄彬飛翔美麗邂逅福祐神州勁者友得盈欣感驕陽明駒自己話事利衍天下K224K246超力量駿皇勝鐵金剛魅力星魅力心馬主雄風包裝猛將包裝明駒紅逸舍耀寶多巴先生魅力知遇朗日雪峰維港智能,
品德寶寶,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-1,1,香港(06/05/2024),06/05/2024,文家良,朱德榮、朱燕玲與朱德華,65,65,Cable Bay,Ahhhh,Lonhro,高感超勁寶寶,
加州動員,澳洲 / 4,棗 / 閹,自購新馬,"$789,750","$2,562,300",3-0-2-12,2,香港(07/10/2024),08/05/2023,告東尼,梁君宇,65,59,Zoustar,Total Attraction,Nadeem,展雄威奔妙星寰宇豐采利不可擋潮州精神會當凌功名顯赫開心馬健康愉快K250K258K308天下寵兒美神來非凡之星手機錶霸精彩駿將精算激流星際快車攻頂連連有盈幸運龍鑽石寶寶競駿輝煌,
悠悠乾坤,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-1,1,香港(31/10/2024),22/07/2024,大衛希斯,智多寶團體,65,65,Lope de Vega,Happy Odyssey,Camacho,增勁,
輕功猛男,澳洲 / 4,栗 / 閹,自購馬,$0,$0,0-0-0-1,1,香港(02/11/2024),03/06/2024,姚本輝,勝利加冕團體,65,65,Pride Of Dubai,Dubawi's Image,Dubawi,皇仁福星金鎗武士連連歡呼至尊高超七彩雲珠運高八斗太行美景凡喜陽明閃耀觀萬物,
風生水起,澳洲 / 5,栗 / 閹,自購馬,"$213,900","$2,262,250",1-0-1-7,2,香港(07/10/2024),20/02/2023,呂健威,佘啟光,65,67,Spill The Beans,Granada,Mossman,魔法豆,
大眾福星,澳洲 / 4,灰 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(21/10/2024),16/09/2024,羅富全,大眾開心團體,65,65,Puissance de Lune,South Street,Street Cry,怡昌光輝,
共享富裕,紐西蘭 / 4,棗 / 閹,自購新馬,"$1,310,400","$1,450,800",2-0-0-5,1,香港(25/05/2024),22/02/2024,方嘉柏,Tony Stradmoor、李思權、Norman Stradmoor與Russell Stradmoor,65,52,Time Test,Awesome,High Chaparral,俏郎中錶之星球九五赤兔鋒王可愛新星鼓浪飛凡良田福星勁進駒勁大威猛越野大師廚師發辦銘記知友三才鬥士長峰小子九因歌壯志凌雲醒目先駒,
電玩精英,巴西 / 5,灰 / 閹,自購馬,$0,"$282,720",0-0-0-3,0,從化(30/04/2024),18/03/2023,韋達,林佑碧、林霖與林夢妮,65,65,Kentuckian,Over Cat,Discreet Cat,凱明神駒,
本領非凡,紐西蘭 / 5,棗 / 閹,自購馬,"$502,250","$1,358,650",1-1-0-11,1,香港(18/01/2024),18/09/2023,羅富全,許玉漢,65,65,Sacred Falls,La Praline,Anabaa,觔斗雲盈好威楓你知我得先到先得,
功名顯赫,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(19/08/2024),19/08/2024,游達榮,羅富源、何嘉遠與陳凱,65,65,Zoustar,Written Era,Written Tycoon,展雄威奔妙星加州動員寰宇豐采利不可擋潮州精神會當凌開心馬健康愉快K250K258K308天下寵兒美神來非凡之星手機錶霸精彩駿將精算激流星際快車攻頂連連有盈幸運龍鑽石寶寶競駿輝煌,
萬眾開心,紐西蘭 / 5,棗 / 閹,自購新馬,$0,"$3,376,500",3-2-1-16,1,香港(08/06/2024),11/10/2022,黎昭昇,萬眾一心團體,65,65,Sweynesse,Light Mozart,Mozart,K289心裡有數金鑽貴人勝意勁爽實力派極速之星,
天火同人,澳洲 / 7,棗 / 閹,自購新馬,$0,"$5,585,815",4-6-3-34,1,香港(21/09/2024),07/09/2020,韋達,黃浩明,65,68,Brazen Beau,Ms Mazetti,Lonhro,實在美麗中環精英郎善好施K269嘉應威風金勝名駒,
春風萬里,澳洲 / 5,棗 / 閹,自購新馬,$0,"$2,492,100",2-3-3-11,0,從化(27/08/2024),20/03/2023,方嘉柏,洪希得先生及夫人與洪建盈,65,65,Deep Field,Certitude,Not A Single Doubt,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
七彩雲珠,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-1,0,從化(30/10/2024),18/03/2024,廖康銘,23/24 廖康銘練馬師賽馬團體,65,65,Pride Of Dubai,Amber's Crown,Excites,輕功猛男皇仁福星金鎗武士連連歡呼至尊高超運高八斗太行美景凡喜陽明閃耀觀萬物,
風繼續吹,澳洲 / 6,栗 / 閹,自購新馬,"$520,800","$4,288,775",3-5-2-31,2,香港(28/07/2023),21/06/2021,鄭俊偉,那些年團體,65,65,Shooting To Win,We Can Dance,Shinzig,喜報圍家超加加大千眼界騰龍四海風起雲湧健康心靈健康快車心福有鴻利綠色好威金榜之星耀昌勝世,
忠誠寶寶,紐西蘭 / 5,棕 / 閹,自購新馬,$0,"$1,696,500",2-1-0-8,0,從化(01/07/2024),26/06/2023,羅富全,蔡余素芳,65,65,Swiss Ace,Sacred Vow,More Than Ready,天分高銀河勇士大師爺皇龍飛將歐洲傳奇威力奔騰運來勇士五福星哈羅威欣樂人生滿歡笑馬利奧神異金剛勁先生新力霹靂威龍翹峯,
英勇快車,澳洲 / 4,棗 / 閹,自購馬,"$1,082,700","$1,119,900",1-1-0-8,2,香港(19/12/2023),19/12/2023,蔡約翰,榮智健,65,58,I Am Invincible,Unassailed,Fastnet Rock,美麗喜悅知道長勝笑傲江湖K266但求開心智跑得錶之多多胡椒軍曹雷神太保,
發財大師,愛爾蘭 / 5,棗 / 閹,國際拍賣會新馬,$0,"$3,435,200",3-1-1-17,0,香港(10/07/2022),10/07/2022,巫偉傑,顏廷旭,65,65,Fastnet Rock,Stellar Glow,Sea The Stars,飲杯星價領創動力金發盛世多多勇駒精彩勇士馬達縱橫萬里黑桃火箭駟跑得直線力山,
花果猴王,澳洲 / 5,棗 / 閹,自購馬,$0,"$1,659,600",1-2-0-10,0,香港(26/06/2023),26/06/2023,告東尼,張漢傑,65,65,Capitalist,Ma Can Do It,Majesticperfection,喆喆友福志滿同行比特星牛精豪情加州本事喜至寶川河首駒志在福星烈火駿馬神舟喜月增強日馳千里快樂寶寶風火猴王快活英雄K235同得寶奔月騰雲祥發孝寬極光彗星同滿滿亮寶四季醒富心星風雲太陽高高洛河太陽昇金牌活力辣得凌厲威德勇士陽光勇士八駿巨昇猛將兄大數據,
德心知遇,澳洲 / 4,棗／棕 / 閹,自購馬,"$427,800","$2,372,550",2-2-1-18,1,香港(18/09/2023),18/09/2023,蔡約翰,李烈龍與鄧詠琪,65,67,All Too Hard,Madame Moustache,Hinchinbrook,豬膶燒賣郎中物酷霸王勇敢歡欣魅力寶駒古惑大師大眾快駒快又醒良駒好友K290嘉應光彩瑪瑙譽友駿駒幸運愉快魅力知福錶之星河西坎德爾火金鷹生生勝利三劍合璧競駿良駒,
縱橫萬里,澳洲 / 6,棗 / 閹,自購馬,$0,"$1,934,400",1-1-1-15,1,從化(08/11/2024),19/12/2022,黎昭昇,敖大德,65,67,Fastnet Rock,O'Marilyn,O'Reilly,飲杯星價領創動力金發盛世多多勇駒發財大師精彩勇士馬達黑桃火箭駟跑得直線力山,
包裝明駒,澳洲 / 4,棗／棕 / 閹,自購馬,"$37,200","$37,200",0-0-0-1,1,從化(08/11/2024),06/05/2024,伍鵬志,李文斌,65,65,Toronado,Alittle Loose,Onemorenomore,雄彬飛翔美麗邂逅無限美麗福祐神州勁者友得盈欣感驕陽明駒自己話事利衍天下K224K246超力量駿皇勝鐵金剛魅力星魅力心馬主雄風包裝猛將紅逸舍耀寶多巴先生魅力知遇朗日雪峰維港智能,
拍馬難追,南非 / 8,棗 / 閹,自購馬,$0,"$3,651,850",3-2-2-35,1,香港(26/10/2024),03/10/2020,蘇偉賢,黃敏儀,65,66,Flower Alley,Square Dance,Oasis Dream,驥跑得,
還看今朝,澳洲 / 6,栗 / 閹,自購新馬,"$643,800","$3,509,400",3-2-2-19,3,從化(11/11/2024),07/06/2022,賀賢,鄭加勁、袁漫雪與張穎嫻,65,63,Wandjina,Starry Light,Danehill Dancer,喜勝威龍港林福將錶之銀河,
正氣青驅,澳洲 / 5,栗 / 閹,自購新馬,"$437,100","$4,405,875",3-3-5-26,1,香港(18/11/2022),12/07/2022,告東尼,正氣青年團體,65,65,Rich Enuff,Tranquil Harmony,Dream Ahead,跨境寶馬美麗一定劍無名瑪納霏步大威猛精選威新力驕氣勢,
競駿光輝,英國 / 5,棗 / 閹,自購馬,$0,"$3,156,200",2-1-0-16,1,香港(09/11/2024),10/09/2022,葉楚航,競駿會有限公司,65,65,Helmet,Avon Lady,Avonbridge,旌鷹,
祥勝將軍,愛爾蘭 / 3,棗 / 閹,自購馬,$0,$0,0-0-0-1,1,香港(30/09/2024),19/05/2024,韋達,陳永鴻,64,64,Phoenix Of Spain,Clarinda,Montjeu,俊才戰騎飛,
唯美主義,紐西蘭 / 5,棗 / 閹,自購新馬,$0,"$3,218,050",3-2-2-20,1,香港(19/09/2024),19/12/2022,伍鵬志,鄭加文,64,65,Derryn,La Petite,Savabeel,富裕君子閃光燈觀眾之力電訊龍駒觀天下,
縱橫天下,澳洲 / 6,棗 / 閹,自購新馬,"$108,950","$7,319,575",3-7-6-35,2,香港(07/11/2024),09/08/2021,蘇偉賢,陳國源,64,65,Sizzling,Stitchery,Mossman,沒有,
暴風之子,澳洲 / 4,棕 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(16/09/2024),16/09/2024,徐雨石,麥林鳳琼,64,64,The Autumn Sun,Miss Marielle,Encosta de Lago,喜勝駿駒金風萬里金主K305首飾天空有誰共鳴隨緣得勝,
晨曦儷人,澳洲 / 4,棗 / 閹,自購新馬,"$925,050","$1,305,300",1-1-2-7,1,香港(23/05/2024),31/07/2023,伍鵬志,梁浩然,64,53,Star Witness,Cool Snitzel,Snitzel,勇晉當銳光明傳承喜旺駒本領輝煌常常感恩河好運競駿天下,
錶之極光,澳洲 / 4,棕 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(15/09/2024),05/08/2024,伍鵬志,楊潔明,64,64,Showtime,Miss Fascinator,Fasliyev,翠紅喵喵怪競駿非凡,
川河首駒,澳洲 / 6,栗 / 閹,自購馬,"$655,200","$5,246,150",3-3-2-27,3,從化(01/11/2024),25/01/2022,方嘉柏,何百行,64,61,Capitalist,Sweet Melody,Tavistock,喆喆友福志滿同行比特星牛精豪情加州本事喜至寶志在福星烈火駿馬神舟喜月增強日馳千里快樂寶寶風火猴王快活英雄K235同得寶奔月騰雲祥發孝寬極光彗星花果猴王同滿滿亮寶四季醒富心星風雲太陽高高洛河太陽昇金牌活力辣得凌厲威德勇士陽光勇士八駿巨昇猛將兄大數據,
綻放的心,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-1,1,香港(22/10/2024),22/07/2024,韋達,Sandeep Sekhri,64,64,Akeed Mofeed,Annenberg,Artie Schiller,金獅勝將風林火山超悅明駒勁沙塵,
團結戰靈,澳洲 / 3,棕 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(06/10/2024),19/08/2024,大衛希斯,彭慧克先生及夫人、彭家揚與彭家威,64,64,Too Darn Hot,Planet Rock,Fastnet Rock,K256K257嘉應奇兵,
英雄豪邁,澳洲 / 6,栗 / 閹,自購馬,"$37,200","$5,626,900",2-2-7-24,1,香港(12/11/2024),23/03/2022,羅富全,李西廷,64,66,Not A Single Doubt,Jacquetta,Encosta de Lago,無極勇將神煞金剛風中勁松大利好運爵登天行健都靈勇士,
超級龍珠,澳洲 / 7,栗 / 閹,自購馬,$0,"$1,711,425",1-1-1-14,0,香港(09/11/2024),29/06/2022,容天鵬,蕭敬如,64,64,Deep Field,Beauty Is,Redoute's Choice,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
心裡有數,紐西蘭 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(25/10/2024),08/08/2024,蘇偉賢,廖偉賢,64,64,Sweynesse,Light Mozart,Mozart,萬眾開心K289金鑽貴人勝意勁爽實力派極速之星,
傳承效應,紐西蘭 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(29/08/2024),11/07/2024,巫偉傑,友心團體,64,64,The Bold One,Stargroves,Pins,沒有,
駿馬之光,愛爾蘭 / 3,棕 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(23/10/2024),07/09/2024,告東尼,黃敏華,64,64,Dandy Man,My Causeway Dream,Giant's Causeway,波爾多哈哈旺自動自覺,
光年魅力,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(19/08/2024),19/08/2024,游達榮,趙國明與肖冰,64,64,Rubick,Dancer's Rose,Dehere,星河勇士K299萬事掂包裝天將球星新幹線韋金主電訊驕陽,
幸運旅程,澳洲 / 7,棗 / 閹,自購新馬,"$325,500","$6,541,100",7-1-3-40,2,香港(30/09/2024),01/03/2021,羅富全,梁文鴻,64,67,Deep Field,Chik Chik Boom,Thorn Park,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
幸運夥伴,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-1,1,香港(03/06/2024),03/06/2024,羅富全,幸運拍檔團體,64,64,Ilovethiscity,Two Sugars,Dash For Cash,加非凡寶成智星八駿笑昇,
雙星報喜,澳洲 / 3,棕 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(09/10/2024),19/08/2024,呂健威,文壽強與黃豪,64,64,D'Argento,You're Dreamin,Commands,沒有,
非凡之星,澳洲 / 7,棗／棕 / 閹,自購馬,"$325,500","$3,103,500",2-0-2-23,1,從化(23/10/2024),23/03/2022,蘇偉賢,陳洪偉,64,63,Zoustar,Acouplamas,Al Maher,展雄威奔妙星加州動員寰宇豐采利不可擋潮州精神會當凌功名顯赫開心馬健康愉快K250K258K308天下寵兒美神來手機錶霸精彩駿將精算激流星際快車攻頂連連有盈幸運龍鑽石寶寶競駿輝煌,
錶之宇宙,紐西蘭 / 3,棗 / 閹,自購新馬,"$1,310,400","$1,457,650",2-0-0-5,1,香港(25/01/2024),25/01/2024,文家良,楊俊建,64,52,Super Seth,Thee,Savabeel,K302家美,
盈好威楓,紐西蘭 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(06/10/2024),19/08/2024,姚本輝,楊挺楓,64,64,Sacred Falls,Lamplighter,Fastnet Rock,本領非凡觔斗雲你知我得先到先得,
銀亮奔騰,澳洲 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(22/07/2024),22/07/2024,游達榮,查理天使團體,64,64,Dundeel,Ain'tnofallenstar,Starcraft,相映紅意力迪迪威力勇驥三強妙算奇勝龍城強將,
太陽勇士,英國 / 4,棗 / 閹,自購馬,"$471,500","$543,250",0-1-0-6,2,香港(30/09/2024),09/09/2023,大衛希斯,司徒建新,64,64,Sea The Moon,Force One,Dansili,沒有,
觀眾之力,紐西蘭 / 3,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(16/10/2024),08/08/2024,方嘉柏,黃婉曼,64,64,Derryn,Magic Tryst,Magic Ring,唯美主義富裕君子閃光燈電訊龍駒觀天下,
整蠱專家,智利 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-5,1,香港(19/12/2023),19/12/2023,鄭俊偉,剛剛好團體,64,68,Van Nistelrooy,Malibu Maple,Malibu Moon,沒有,
天將龍駒,紐西蘭 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(19/08/2024),19/08/2024,呂健威,邱應泉,64,64,Preferment,Stand Firm,Perfectly Ready,金德義,
